record_id,redcap_repeat_instrument,redcap_repeat_instance,redcap_survey_identifier,form_1_timestamp,form_1_complete,experience_log_timestamp,exp_time,current,past,type,location,loc_spec,descr,feedback,identity___1,identity___2,identity___3,identity___4,identity___5,identity_spec,social_type___1,social_type___2,social_type___3,social_type___4,removal,future_use,uuid_2,startdate_2,enddate_2,scheduledate_2,status_2,supplementaldata_2,serializedresult_2,experience_log_complete
15,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,experience_log,1,,,,,2,,"2025-01-28 23:10",2,2,,"a lot of people at work wanted to know what the light glasses were for. others just looked at me weirdly while I was wearing it",1,0,0,1,0,0,,0,0,1,0,1,"I will keep wearing it for now. But I'm not so sure of a long term",17BF4560-DDCD-11EF-8CE9-61DC5F7D0332,"2025-01-28 23:10:40","2025-01-28 23:13:22",,1,"{    ""devicemanufacturer"": ""TECNO"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""14"",    ""syncdate"": ""2025-01-29 06:08:10.361482"",    ""utcTime"": ""2025-01-28 23:10:40.822370Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.7"",    ""buildnumber"": ""149"",    ""configversion"": ""0"",    ""devicemodel"": ""TECNO CK6"",    ""percentComplete"": ""77""  }",result.zip,0
